workflow_name,workflow_schedule
dbt_run_streamline_chainhead,"21,51 * * * *"
dbt_run_scheduled_main,"9 * * * *"
dbt_run_dev_refresh,"41 4 * * 1"
dbt_run_scheduled_decoded_logs,"20 * * * *"
dbt_test_intraday,"17 */4 * * *"
dbt_test_daily,"57 5 * * *"
dbt_run_scheduled_abis,"31 23 * * *"
dbt_run_streamline_decoded_logs_history,"49 22 * * 6"
